334073,VIOLATION,N.Y. POLICE DEPT
40273,VIOLATION,N.Y. HOUSING POLICE
742,VIOLATION,POLICE DEPT NYC
120,VIOLATION,HEALTH & HOSP CORP
86,VIOLATION,PORT AUTHORITY
