842743,N.Y. POLICE DEPT,BROOKLYN
104039,N.Y. HOUSING POLICE,BROOKLYN
1368,POLICE DEPT NYC,BROOKLYN
837,HEALTH & HOSP CORP,BROOKLYN
269,N.Y. TRANSIT POLICE,BROOKLYN
